,Perfil Pymetrics,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Apto AG,Ingles,Apto,Destacado,Destacado Pym,Ingresados Si/No
1625,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0
1634,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0
1643,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0
1714,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1726,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1733,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1734,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1743,4,0,0,0,0,1,1,0,0,0.0,0,0,0,0
1744,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1745,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1748,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1751,4,0,0,1,0,0,0,0,0,0.0,0,0,0,0
1757,4,1,0,2,0,2,2,0,0,1.0,0,0,0,0
1764,1,1,0,0,2,0,0,0,0,0.0,0,0,0,0
1767,4,1,0,2,0,0,2,0,0,3.0,0,0,0,0
1806,4,0,0,0,0,1,1,0,0,0.0,0,0,0,0
1816,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1891,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0
1910,10,0,0,0,0,1,1,0,0,0.0,0,0,0,0
1926,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0
1934,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
1951,1,1,2,2,0,0,0,0,0,0.0,0,0,0,0
1969,1,1,0,0,2,0,1,0,0,2.0,0,0,0,0
1973,10,0,1,1,0,0,0,0,0,0.0,0,0,0,0
1980,1,1,0,2,0,0,1,0,0,0.0,0,0,0,0
1990,1,1,2,0,0,0,1,0,0,0.0,0,0,0,0
2008,10,1,0,1,2,0,0,0,0,3.0,0,0,0,0
2009,10,1,0,0,0,2,0,0,0,0.0,0,0,0,0
2021,10,0,0,0,0,1,0,0,0,0.0,0,0,0,0
2028,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2042,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2050,10,0,0,0,1,1,0,0,0,0.0,0,0,0,0
2053,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2067,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2083,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2088,10,1,0,0,0,2,0,0,0,2.0,0,0,0,0
2090,10,1,1,2,0,2,0,0,0,0.0,0,0,0,0
2097,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2111,10,1,0,0,0,2,0,0,0,0.0,0,0,0,0
2145,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2149,10,1,0,2,0,0,0,0,0,0.0,0,0,0,0
2154,10,1,2,1,2,2,2,0,0,0.0,0,0,0,0
2186,3,0,0,0,0,0,0,4,0,0.0,1,1,1,1
2188,10,1,2,1,0,0,1,0,0,2.0,0,0,0,0
2207,10,1,0,2,0,0,0,0,0,0.0,0,0,0,0
2221,10,1,0,2,1,2,2,0,0,2.0,0,0,0,0
2225,10,1,0,2,0,1,1,2,0,3.0,0,0,0,0
2227,10,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2228,4,0,0,1,0,0,1,0,0,0.0,0,0,0,0
2251,10,1,0,0,2,2,1,0,0,3.0,0,0,0,0
2256,10,1,2,0,0,0,1,0,0,0.0,0,0,0,0
2279,10,0,0,0,0,1,1,0,0,0.0,0,0,0,0
2377,4,1,2,1,0,1,0,0,0,0.0,0,0,0,0
2386,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2398,1,1,0,0,2,0,0,0,0,0.0,0,0,0,0
2402,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2404,10,1,0,0,2,0,0,0,0,0.0,0,0,0,0
2411,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2412,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2414,4,1,2,0,0,0,1,0,0,0.0,0,0,0,0
2415,10,1,0,0,2,0,0,0,0,0.0,0,0,0,0
2425,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2426,4,0,0,0,0,0,2,0,0,0.0,0,0,0,0
2429,4,1,2,0,0,0,2,0,0,0.0,0,0,0,0
2431,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2439,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2443,10,1,0,0,2,1,0,0,0,6.0,0,0,0,0
2452,1,1,2,0,0,0,0,0,0,0.0,0,0,0,0
2461,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2467,4,1,1,0,0,2,2,0,0,0.0,0,0,0,0
2468,4,1,2,0,0,0,0,0,0,0.0,0,0,0,0
2478,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2479,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2480,10,0,0,0,0,1,0,0,0,0.0,0,0,0,0
2481,4,1,2,0,0,1,0,0,0,0.0,0,0,0,0
2482,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2485,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2486,10,1,2,0,0,0,0,0,0,0.0,0,0,0,0
2490,10,0,0,0,0,0,1,0,0,0.0,0,0,0,0
2496,10,1,2,0,2,1,1,0,0,0.0,0,0,0,0
2503,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2507,10,1,0,2,0,2,1,0,0,5.0,0,0,0,0
2510,10,1,0,1,0,2,1,0,0,0.0,0,0,0,0
2522,4,1,1,2,2,0,0,0,0,0.0,0,0,0,0
2525,10,1,2,2,0,0,2,0,0,0.0,0,0,0,0
2527,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2531,10,1,2,1,0,2,1,0,0,0.0,0,0,0,0
2532,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2593,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2594,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2595,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2596,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2597,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2598,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2599,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2600,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2602,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2603,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2604,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2605,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2606,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2607,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2608,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2609,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2610,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2611,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2612,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2613,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2614,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2615,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2616,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2617,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2618,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2619,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2620,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2621,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2622,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2623,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2624,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2625,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2627,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2628,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2629,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2630,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2631,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2632,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
2633,5,0,2,2,2,1,2,0,0,0.0,0,0,1,0
2634,5,0,2,2,0,1,1,0,0,0.0,0,0,1,0
2637,5,0,1,1,0,0,2,0,0,0.0,0,0,0,0
2643,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2646,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2647,8,0,0,2,1,0,1,0,0,0.0,0,0,1,0
2649,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2652,7,0,1,0,0,0,1,0,0,0.0,0,0,0,0
2661,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2662,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2666,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2670,6,0,0,1,2,0,1,0,0,0.0,0,0,1,0
2672,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2677,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2678,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2679,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2680,7,0,2,2,0,1,1,0,0,0.0,0,0,1,0
2681,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2688,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2689,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2693,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2707,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2709,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2716,7,0,0,0,2,0,0,0,0,0.0,0,0,1,0
2721,7,0,1,2,0,0,1,3,1,0.0,1,0,1,0
2723,6,0,0,0,0,0,2,0,0,0.0,0,0,0,0
2725,7,0,2,0,1,0,0,3,1,0.0,1,0,1,0
2739,8,0,0,0,0,2,0,0,0,0.0,0,0,1,0
2761,7,0,2,2,0,0,2,0,0,0.0,0,0,1,0
2762,6,0,2,1,2,0,1,0,0,0.0,0,0,1,0
2763,7,0,0,2,0,1,2,3,1,0.0,1,0,1,0
2771,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2786,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2789,7,0,0,1,0,2,0,4,1,0.0,1,1,1,0
2790,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2795,7,0,0,2,0,2,2,3,1,0.0,1,0,1,0
2804,6,0,0,0,0,2,0,4,1,0.0,1,1,1,1
2809,7,0,0,2,0,1,0,4,1,0.0,1,1,1,0
2813,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
2814,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2828,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2832,7,0,1,2,2,0,2,0,0,0.0,0,0,1,0
2840,6,0,1,0,1,1,0,0,0,0.0,0,0,0,0
2862,8,0,0,1,0,1,0,0,0,0.0,0,0,0,0
2864,8,0,1,2,2,2,2,0,0,0.0,0,0,1,0
2867,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2868,7,0,0,1,0,0,2,0,0,0.0,0,0,0,0
2870,8,0,0,2,0,0,1,0,0,0.0,0,0,1,0
2885,7,0,2,2,2,2,0,2,0,0.0,0,0,1,0
2900,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2904,7,0,0,0,0,0,0,1,0,0.0,0,0,0,0
2917,7,0,1,0,0,2,1,2,0,0.0,0,0,1,0
2920,7,0,1,1,2,2,2,0,0,0.0,0,0,1,0
2929,8,0,0,1,0,0,1,0,0,0.0,0,0,0,0
2930,7,0,0,0,1,0,0,0,0,0.0,0,0,0,0
2944,6,0,2,0,0,0,0,0,0,0.0,0,0,1,0
2948,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2957,6,0,0,2,0,0,0,0,0,0.0,0,0,1,0
2958,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2959,8,0,0,0,0,1,0,0,0,0.0,0,0,0,0
2961,6,0,0,0,1,2,0,1,0,0.0,0,0,1,0
2969,7,0,1,2,0,0,1,0,0,0.0,0,0,1,0
2976,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
2982,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2983,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2984,8,0,0,2,2,0,2,5,1,0.0,1,1,1,1
2992,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3016,7,0,0,1,0,2,1,0,0,0.0,0,0,1,0
3019,6,0,2,2,1,2,2,0,0,0.0,0,0,1,0
3022,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3023,7,0,2,2,2,1,2,3,1,0.0,1,0,1,0
3028,7,0,0,0,2,2,0,0,0,0.0,0,0,1,0
3029,7,0,0,1,0,0,2,0,0,0.0,0,0,0,0
3039,7,0,0,1,2,1,0,0,0,0.0,0,0,1,0
3041,7,0,0,0,1,0,2,0,0,0.0,0,0,0,0
3042,7,0,0,2,0,0,0,3,1,0.0,1,0,1,0
3047,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3057,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3062,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
3063,7,0,1,1,0,0,1,0,0,0.0,0,0,0,0
3068,7,0,0,0,0,0,2,0,0,0.0,0,0,0,0
3070,6,0,0,0,2,0,0,4,1,0.0,1,1,1,0
3073,8,0,2,1,2,0,0,4,1,0.0,1,1,1,0
3077,7,0,0,0,2,0,0,2,0,0.0,0,0,1,0
3078,7,0,2,1,1,1,0,3,1,0.0,1,0,1,0
3081,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3082,8,0,0,0,1,0,1,0,0,0.0,0,0,0,0
3084,8,0,1,0,0,1,0,0,0,0.0,0,0,0,0
3085,7,0,0,2,1,1,0,0,0,0.0,0,0,1,0
3086,6,0,0,2,0,1,0,0,0,0.0,0,0,1,0
3087,8,0,2,2,2,2,1,3,1,0.0,1,0,1,0
3097,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3105,7,0,0,0,0,1,0,0,0,0.0,0,0,0,0
3107,8,0,1,2,0,0,0,0,0,0.0,0,0,1,0
3112,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3114,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
3131,7,0,0,2,0,0,1,2,0,0.0,0,0,1,0
3136,7,0,2,1,0,2,0,0,0,0.0,0,0,1,0
3140,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3143,6,0,0,2,0,0,1,3,1,0.0,1,0,1,0
3152,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3154,8,0,0,2,0,0,0,3,1,0.0,1,0,1,0
3157,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
3159,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3160,7,0,2,2,0,0,0,0,0,0.0,0,0,1,0
3162,7,0,0,0,0,2,0,0,0,0.0,0,0,1,0
3165,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3180,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3182,7,0,0,0,0,1,1,0,0,0.0,0,0,0,0
3191,7,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3203,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3213,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3216,8,0,2,0,0,2,0,3,1,0.0,1,0,1,0
3233,7,0,2,2,0,0,0,1,0,0.0,0,0,1,0
3243,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3249,6,0,0,2,0,0,0,0,0,0.0,0,0,1,0
3254,6,0,1,2,2,2,2,0,0,0.0,0,0,1,0
3258,7,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3259,7,0,1,0,0,0,1,0,0,0.0,0,0,0,0
3264,7,0,0,0,0,1,0,0,0,0.0,0,0,0,0
3271,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3276,7,0,1,1,2,1,0,0,0,0.0,0,0,1,0
3299,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3304,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3309,7,0,0,2,0,1,1,2,0,0.0,0,0,1,0
3315,7,0,2,0,0,0,0,4,1,0.0,1,1,1,0
3336,6,0,0,2,0,0,0,3,1,0.0,1,0,1,0
3340,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3350,6,0,1,1,0,2,0,2,0,0.0,0,0,1,0
3354,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0
3364,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3378,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3382,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3388,7,0,0,0,0,1,2,0,0,0.0,0,0,0,0
3391,7,0,0,0,0,1,0,0,0,0.0,0,0,0,0
3396,7,0,0,0,0,1,2,0,0,0.0,0,0,0,0
3397,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3419,7,0,1,1,0,1,2,0,0,0.0,0,0,0,0
3442,8,0,2,0,2,1,0,0,0,0.0,0,0,1,0
3445,6,0,1,0,1,2,0,2,0,0.0,0,0,1,0
3463,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3468,7,0,1,0,1,1,2,0,0,0.0,0,0,0,0
3469,7,0,0,1,0,2,2,0,0,0.0,0,0,1,0
3471,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3478,8,0,0,2,0,0,1,0,0,0.0,0,0,1,0
3485,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3487,7,0,2,2,1,0,1,3,1,0.0,1,0,1,0
3488,7,0,2,1,0,1,2,0,0,0.0,0,0,1,0
3521,6,0,1,0,0,1,2,0,0,0.0,0,0,0,0
3561,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3562,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0
3576,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3583,7,0,0,0,2,0,0,4,1,0.0,1,1,1,1
3593,8,0,0,2,0,0,0,0,0,0.0,0,0,1,0
3608,7,0,2,1,2,2,0,2,0,0.0,0,0,1,0
3609,8,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3610,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3613,6,0,2,2,1,1,0,0,0,0.0,0,0,1,0
3622,8,0,2,2,1,1,2,0,0,0.0,0,0,1,0
3639,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3644,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3649,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3663,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3669,8,0,0,0,1,1,1,0,0,0.0,0,0,0,0
3680,7,0,1,0,1,0,0,0,0,0.0,0,0,0,0
3686,8,0,0,0,0,1,0,0,0,0.0,0,0,0,0
3688,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3689,5,0,0,0,1,2,1,0,0,0.0,0,0,1,0
3690,8,0,1,2,2,2,0,3,1,0.0,1,0,1,0
3693,6,0,0,0,0,1,2,0,0,0.0,0,0,0,0
3706,9,0,2,2,0,2,1,0,0,0.0,0,0,1,0
3708,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3709,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3714,7,0,0,2,0,0,1,0,0,0.0,0,0,1,0
3729,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3733,7,0,2,1,2,0,0,0,0,0.0,0,0,1,0
3735,8,0,0,1,2,0,0,4,1,0.0,1,1,1,0
3739,7,0,0,2,0,2,0,0,0,0.0,0,0,1,0
3741,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3744,6,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3749,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3753,7,0,0,1,0,0,2,0,0,0.0,0,0,0,0
3757,8,0,1,2,0,0,2,0,0,0.0,0,0,1,0
3763,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3785,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3864,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3884,8,0,0,1,0,0,0,0,0,0.0,0,0,0,0
3906,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3927,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3951,8,0,0,2,0,2,0,0,0,0.0,0,0,1,0
3964,8,0,0,1,0,0,0,4,1,0.0,1,0,0,1
3966,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3967,6,0,0,0,1,0,2,0,0,0.0,0,0,0,0
3969,8,0,0,2,0,0,0,3,1,0.0,1,0,1,0
3972,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3976,8,0,1,0,2,0,0,4,1,0.0,1,1,1,1
3977,6,0,0,2,0,0,2,0,0,0.0,0,0,1,0
3978,8,0,0,1,2,0,2,0,0,0.0,0,0,1,0
3981,8,0,0,0,1,0,0,0,0,0.0,0,0,0,0
3983,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3984,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3985,8,0,0,2,2,1,2,4,1,0.0,1,1,1,1
3986,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
3987,7,0,2,2,2,1,0,0,0,0.0,0,0,1,0
3988,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3989,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3990,8,0,0,0,0,0,1,0,0,0.0,0,0,0,0
3991,8,0,0,2,1,2,2,0,0,0.0,0,0,1,0
3992,8,0,0,0,1,1,0,0,0,0.0,0,0,0,0
3999,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4000,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4001,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4002,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4003,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4004,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4005,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4007,7,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4019,7,0,2,0,1,0,1,3,1,0.0,1,0,1,1
4020,5,0,1,1,0,2,2,1,0,0.0,0,0,1,0
4021,7,0,2,1,0,0,0,3,1,0.0,1,0,1,1
4022,7,0,0,0,0,0,2,2,0,0.0,0,0,0,0
4023,7,0,0,2,0,0,2,0,0,0.0,0,0,1,0
4024,5,0,0,1,0,0,0,2,0,0.0,0,0,0,0
4025,7,0,0,0,1,0,1,4,1,0.0,1,0,0,1
4026,7,0,0,0,0,0,0,2,0,0.0,0,0,0,0
4027,7,0,2,2,0,1,0,0,0,0.0,0,0,1,0
4028,7,0,0,1,0,0,1,3,1,0.0,1,0,0,0
4029,5,0,0,2,0,0,0,3,1,0.0,1,0,1,1
4030,7,0,0,0,1,0,1,4,1,0.0,1,0,0,1
4031,7,0,1,2,0,0,0,1,0,0.0,0,0,1,0
4032,7,0,0,2,0,0,0,2,0,0.0,0,0,1,0
4033,7,0,0,2,0,1,1,1,0,0.0,0,0,1,0
4034,5,0,0,1,0,2,0,1,0,0.0,0,0,1,0
4035,7,0,0,0,0,0,2,3,1,0.0,1,0,0,1
4036,7,0,0,1,2,0,2,3,1,0.0,1,0,1,1
4037,5,0,0,1,2,0,0,2,0,0.0,0,0,1,0
4038,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4039,5,0,0,2,0,0,1,4,1,0.0,1,1,1,1
4040,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4042,5,0,0,2,0,1,0,0,0,0.0,0,0,1,0
4044,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4048,9,0,1,0,2,2,0,4,1,0.0,1,1,1,1
4052,6,0,0,0,1,1,0,0,0,0.0,0,0,0,0
4053,5,0,0,2,0,0,1,4,1,0.0,1,1,1,1
4057,5,0,0,2,0,0,2,4,1,0.0,1,1,1,0
4060,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4062,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0
4065,9,0,0,2,0,1,2,2,0,0.0,0,0,1,0
4068,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4069,5,0,0,0,0,1,0,0,0,0.0,0,0,0,0
4070,5,0,0,2,1,1,2,0,0,0.0,0,0,1,0
4075,5,0,2,0,0,0,0,0,0,0.0,0,0,1,0
4076,5,0,2,2,0,0,0,3,1,0.0,1,0,1,0
4078,9,0,1,2,0,0,0,4,1,0.0,1,1,1,1
4079,5,0,1,1,0,0,0,0,0,0.0,0,0,0,0
4087,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4089,5,0,0,0,2,2,0,0,0,0.0,0,0,1,0
4109,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4119,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4126,5,0,1,0,0,1,2,0,0,0.0,0,0,0,0
4127,9,0,2,0,0,2,1,3,1,0.0,1,0,1,0
4128,7,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4129,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4131,6,0,0,0,0,2,0,0,0,0.0,0,0,1,0
4132,5,0,0,0,1,0,0,0,0,0.0,0,0,0,0
4134,6,0,2,0,0,0,0,4,1,0.0,1,1,1,0
4135,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4137,6,0,0,1,0,0,1,0,0,0.0,0,0,0,0
4144,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4145,6,0,1,2,2,0,0,4,1,0.0,1,1,1,1
4146,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4148,7,0,2,1,0,0,0,0,0,0.0,0,0,1,0
4169,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4176,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4177,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4178,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4179,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4183,6,0,0,2,0,1,1,5,1,0.0,1,1,1,1
4184,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4186,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4187,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4188,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4189,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4196,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4198,7,0,1,1,0,2,0,0,0,0.0,0,0,1,0
4201,7,0,2,2,0,0,1,3,1,0.0,1,0,1,0
4202,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4205,6,0,0,2,0,0,0,0,0,0.0,0,0,1,0
4206,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4210,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4211,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4213,6,0,0,1,0,0,0,0,0,0.0,0,0,0,0
4214,7,0,0,0,1,0,0,0,0,0.0,0,0,0,0
4218,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0
